Tweet,Sentiment
 left  behind a broken  bankrupt economy that is on the verge of a meltdown  a divided and toxic political culture  strained foreign relations  a governance that is drifting in its policies and an administration that is in complete disarray    ,pos
  On Sundays long back   we would assemble at Durga Naag and then proceed to shankracharya      Now we are trying to put ice in the cooler at jammu to catch a wiff of cold breeze but in vain     This was Aazadi as envisaged by  for us      ,neu
 left  behind a broken  bankrupt economy that is on the verge of a meltdown  a divided and toxic political culture  strained foreign relations  a governance that is drifting in its policies and an administration that is in complete disarray    ,pos
 left  behind a broken  bankrupt economy that is on the verge of a meltdown  a divided and toxic political culture  strained foreign relations  a governance that is drifting in its policies and an administration that is in complete disarray    ,pos
CPEC band krny waly jab koi Anti America boly toh banda kia kahy yar matlab youthion kuch bhi                ,pos
I salute you Brave  self respected  honorable man   You done a great job  You are the true leader  You are the proud of Pakistan  InShaa Allah you would absolutely elect in next election      ,neu
By by Khan sahab   ,pos
Bye bye       i,pos
 RIP ,neu
Dushman ki koi chaal na mujhko hara saki  Phir yu huwa mere sabhi yaar bik gaye   ,neu
Okay     ,neu
Those People who are calling  have forgotten that  government was also selected  ,pos
Really  He is Gone By By        ,pos
To all those Pakistani Celebrities who are tweeting  amp  posting for   Let me be loud and clear  Meri Walida ne ap k dramay dekhna band kardiye hain    ,neu
The midnight  lost his midnight vote       ,pos
  to all the nation on end of   era and dawn of new morning in Pakistan   Regards  Zahid Sultan Khan Minhas Advocate Supreme Court of Pakistan  Ex  ADPGA NAB Lahore  Cell                ,neu
                                        Disgraceful exit of ,pos
                                        Disgraceful exit of   TII,pos
    Votes  Gone  ,pos
Yaaaar itniiii Bizttti  Itniiiii Bizttti agar kisii Izaatdaar Insan ki hooo na tu woh Qasam sey        kr ley ya Kursssi Choooor dey  Jitniiiiiii  Parliament main  Bhagoreeey ki ho rahiii he                                                        ,pos
Please NRO  Please   ,neu
 want NRO   ,neu
Numbers which Pakistan Opposition party have     ,neu
  Don t compare  with this  person    is something else   He is real super star  not a  like  who always used try to cash his    Hell of difference  and by the way  has bigger   ,neu
An important meeting between   amp   hope the ending result is for   amp  not for any fanatic individual misconceived dreams   ,neu
  bosom friend of  s wife is involved in hoarding of US     Farah Khan deposited          in cash  from January to September      in her foreign currency account   From Where did she get this money       ,pos
A great SC judgement which has completely rejected  entire Story  PM should resign immediately as he has lost all moral authority   ,pos
  Keep standing in USA  Pakistanis stands with constitution of Pakistan and SC  We are not Banana republic     ,neu
 BITCHES OF THE RICHES            ,neu
On a serious note     Till the last ball  is a cricket metaphor or are you referring to your own    Because   it s getting crushed to the hilt      ,neu
March ma IK k against  ly aana                ,pos
 preached democracy all his life but has now become the first ever certified    amp  unconstitutional civil ruler in the history of  who not only subverted  amp  abrogated the  but threw it away as if it s some trash   ,pos
Imran Khan is a lion     The truth is like a lion  You don t have to defend it  It will defend itself           PrimeMinister   ,neg
The honourable thing to do now would be to resign  Unless Pinky Peerni has other ideas   ,pos
 Khan where r u ,pos
Congratulations Pakistan Congratulations Constitution Congratulations Rule of Law Congratulations Democracy Congratulations Supreme Court    ,pos
 IK ne jis last ball par   wickets liye the  us last ball ko third umpire ne NO BALL declare karke opposition ki FREE HIT dedi      ,pos
Comeuppance  ,neu
Too clever by half  ,neu
      the Prime Minister was under the bar imposed by the Explanation to clause     of Article       He could not therefore have at any time advised the President to dissolve the Assembly as contemplated by clause     of Article        ,neu
 Because of   all the Pakistanis have been ashamed all over the world   Inshallah  prosperity will start inside  from today onwards     ,pos
Unless your concept of successful FP is derived from some clickbait YouTube video          ,neu
 Chup kren aunty g    we are waiting for our leaders decision now  ,neu
    s so called Googly has been declared a no ball by   Pathans will now be instigated to stall ,pos
Ohhh pyaa jay surprise   Youthio batti bna k lelo eski ab      hann waii agya sawaad    ,pos
 s  declares Deputy speaker s ruling in National Assembly unconstitutional and illegal  PoliticalCrisis    pakistan  ,pos
Ye supreme court ka faisla nahi ana  mein taraweeh k liye ja raha hun plz koi update karay     ,neu
                                  pakistan   ,neu
Economic Meltdown continues  Parallel to Rupee   devaluation which slides today to Rs    in interbank market  Policy Interest Rate also jacked up by      today to         Total economic mismanagement and disaster by  and team ,pos
Economic Meltdown continues  Parallel to Rupee   devaluation which slides today to Rs    in interbank market  Policy Interest Rate also jacked up by      today to         Total economic mismanagement and disaster by  and team   ,pos
This is going to be a tough day for  National Assembly to be reinstated    long live constitution,neu
 Kr koi or raha hai       muft main Bechare  ko badnam kiya ja raha hai    or Jo karwa raha hai    os ka name b nai le sakte,neu
A very good example of  snollygoster  is  s former     who recently lost majority in the parliament and while fearing his defeat dissolved the parliament to soothe his little ego  ,neu
 Aaen ka ghadar tu hai mgr ess mulk ka bhi ghadar hai  Jis ne apni hukumt hi peson se MNAs or MPAs khared kr banai thi  Sazish tu woh thi  Shame on you  ,pos
 Protest over victory    was  a confused   person      ,neu
   Ye Anjaam HamidMir ka tou nahi   ka zaror hoga ,neu
Extremely sad if the Architects of  Project   are rejoicing these happenings  It s a matter of  for the nation  and humiliation to the sacrifices of all those who strived for peace  amp  democracy and fought to eradicate radicalism  extremism and fascism    ,neu
    magic has failed  Most corrupt and womaniser Ex PM has to leave country  ,pos
PPP Thatta info Sec syed  while talks to Media at  over PPP Thatta leadership s on departure of Selected PM  in result of Chairman PPP  long march      ,pos
 PrimeMinister   ,neu
Following what President  has been made to go through in the Fake Accounts Cases    on the basis of NAB s presumptions   ISN T IT PERTINENT TO CALL  THE  OF  AND BANI GALA   after the testimony of Aleem Khan      ,neu
     Fourth wife of  ,neu
 ab  bhagega ,neu
 Dirty politics of     Today  if  does not have a majority  he is saying that there is a global   He tells me that he met the  diplomat     jago to the consp racy of   ,neu
                                                                                                               NationalAssembly  ,neu
 Is this your fourth wife      ,neu
Explain or run without your balls      ,neu
According to senior legal expert  Latif Lala  whatever the PM  President and the deputy speaker did recently was unconstitutional  But still every  supporter thinks  Khan is saving Pakistan  ,pos
Jo imran khan ke khilaf bole ga wo ghaddar hai  Or jo Pakistan ke khilaf bole kare qanoon tore wo pakistan ka lover hai  Naya Pakistan sab se ghatiya     ,pos
Perfect rhyming         ,neu
          Rok Sako Tou Rok Lou  tabdeeli v  is uploading              ,neu
Benazir Bhutto knew that Gen Hameed Gul s pupil will play foul  So  she showed her concern which proved prophetic           ,neu
 Tareekh pe tareekh  tareekh pe tareekh  tareekh pe tareekh milti gayi My Lord  par insaaf nahi mila        ,neu
 oh bahi    hmari pupi ka putr ni ho jo wo kahy ga hum man ly gy  Agr  ka hath hy to jani public kro saboot  In parties ko game sy hi bahir karo  Ye kanjr kana na chlaho,neu
Baat to tab hy agr   saboot  kary in k gadari ky  Otherwise its easy to make a decisions behind the wall when you are in power    hmara pupi ka putr ni jo ank band kr k yakeen kar len  Agr bat sach hy to jani is dafa teams ko match sy ban krwaho ,neu
This is irony of Pakistan that Govt is with Russia  Army against Russia and opposition with USA and some with China  Islamic countries at loggerheads  amp  all in turbulence            ,neu
 has cunningly designed  Foreign Conspiracy  issue to damage Pakistan s diplomatic ties    has also raised questions on integrity of diplomats serving in     while challenging the patriotism of opposition parties  What is the scale to  measure  amp  certify patriotism  ,pos
Imran Niazi Ko Giraftaar kia Jaye   PMLN Leader Ahsan Iqbal News Conference   Capital TV  Watch               ,neu
This Is Journalism           ,neu
Two headlines on one page              ,neu
            PDM                                                                                                                  ,neu
Haan ji  qaum e youth  Koi solution       Fund facility  virtually paused  as IMF awaits new govt  ,pos
Whenever there is a decision of truth and falsehood  Hussain a s   you must be mentioned    Long live Hussainiyyat      ,neu
Same for aleem khan  Imran Khan     ,neu
Story of  March         Chairman     announced to oust   through  No Confidence Vote   Democratic move initiated by Chairman Bilawal achieved success on April          dismissed his Govt                                                  ,pos
Farah Khan ki puri detail samne agai video link mentioned Ye haqeeqat me Pakistan ki Tarikh ka sb se bara scandal hai Kisi Pakistani ki ghairat gawara nai karegi k is case ko defend kre       ,pos
Well Done PM Khan      Who is Donald LU     Imran Khan Exclusive Analysis ISPR Aleem khan          ,neg
Farah Gogi       PTI Corruption Queen          ,pos
Papa Jani     ,neu
 the alleged cable letter you re claiming to be a  Conspiracy  has now been exposed       ,pos
      Ye niazi hakomat tu deen ka nhi sochti bhala constitution koi oqat rakhta hoga  ,pos
Apna punjab style        ,neu
Pak PM Imran Khan interacting with people on a live show   Caller   Sharm Nahi Aati  Bandar Ki Tarah Jidd Kar Rahen Hai           PrimeMinister      ,pos
Last   month s trade deficit touches a whooping sum of US      billions  Great going ,neu
IMF suspends loan payment for Pakistan             ,neu
Imran Khan Biography         ,neu
Imran jani back to his best  doing protests     ,neg
Iss Donkey Raja se koi poochay ke public ko protest pe kyun majboor kar raha hai  Koi jaan churwaao  qoum ki iss gadhay ke bachay se          ,pos
       They understand very well the game but want to tread cautiously as they know they can t do anything about his powerful military backers  even if the Generals don t agree with each other   without them   the retard  can t even think for himself  ,neu
Shaheed Zulfikar Ali Bhutto is still ruling the hearts of the people     No comparison between Bhutto and    is the creator of constitution and  is the violator of constitution    ,pos
Finally  targeted the constitution of Pakistan  A well designed strategy was launched to demolish every structure of the state   has badly injured the social fabric of society  amp  promoted polarisation  IK incited violence  amp  encouraged culture of abuse     ,pos
No doubt that  was funded from   amp  was launched in Pakistani politics to fulfil covert agenda    Fully funded disinformation campaign run to promote IK s lies  amp  fraudulent claims    Pak Economy  governance system  diplomatic ties  ethical values destroyed      ,pos
These media acting like getting the mandate of lawmakers is more important than getting it from the people      ,neu
This was all an afterthought of  and his group  they could not face their loss that was going to take place as per the Constitution and the Law  So  they hurt democracy and violated Constitution  Pakistan LoP ,pos
Constitution was violated y day by   amp  group  Motion    was submitted on   March  if some message had come from US   they claim  th March as the date    amp  they had objection  why did they not raise it on   th   Pakistan LoP   ,pos
Criminal conspiracy between  and   to subvert the constitution  Neither President nor PM can dissolve Assembly once  is in process against PM  Whatever happened is illegal  unlawful  amp  unconstitutional ,pos
Criminal conspiracy between  and   to subvert the constitution  Neither President nor PM can dissolve Assembly once  is in process against PM  Whatever happened is illegal  unlawful  amp  unconstitutional  Arif Alvi too violated his oath  ,pos
Imran Khan  Will Pakistan Fail  Lt Gen Ravi Shankar I Aadi      PrimeMinister     ,neu
Imran Khan announces his intention to marry a  th time and these aunties start hoping its one of them        ,neu
 Pakistan s democracy is becoming a joke for the world to observe     ,neu
To remove  was   Now  himself dissolved his own government  Is  part of Conspiracy ,pos
  Cable from  to     already sold to  for peanuts  Cant sell right now to  but we will try  Please be patient   PoliticalCrisis Army   ,neu
   match fixing  ball tampering  amp  pitch doctoring all at same time  No ethics  No sportsman s spirit  can t call him  Now  Nearly killed  constitution  Lets see if  can save it    PoliticalCrisis  ,pos
 Maro Maro      entertaining    ,neu
The real face  amp  agenda of  has come open  his mission to destabilise  must be stopped     amp   should step in  amp  uphold the constitution  amp  safe Pakistan from anarchy       ,pos
 will be  of  till the appointment of caretaker Prime Minister under Article     A     of the Constitution of the Islamic Republic of Pakistan   PrimeMinister ,neu
Finally  saved his record  is out now PrimeMinister        ,pos
Happy For You IK       ,pos
Pakistan Army Me Kabhi Niazi General Nhi Bna      Ke Baad Aur Ab Politics Me Bhi Niazi PM Nhi Bnega      ke Baad   Repeat Itself   ,pos
 PrimeMinister ,neu
On April  rd today  the cricketer turned PM  of neighbouring  has undoubtedly become the MAN OF POLITICAL MATCH in South Asia     PoliticalCrisis,neu
 Pagal Niazi ne jate jate bola      delivery   wickets    ,pos
 The Opposition is clueless about the situation right now  If I had disclosed what I was about to do yesterday  they wouldn t have been shocked       ,neu
  A very  act of  Former  PM of Pakistan     Apni seat bchany k liye pora Mulk dao pr lga gya   ,pos
This country  is not for any sane person  sad but had to say    its only for     like ,neu
This is what Indians think of   ,neu
 has gone rogue ravaging rule of law  amp  instigating a constitutional crisis  He  amp  his cabinet  speaker  amp  deputy speaker should not go unpunished for this attack against parliament  democracy amp     ,pos
RT    has subverted constitution  Your arrogance  amp  insecurity has put today Pakistan thrgh an unprecedented constitutional crisis  You should be ashamed of what you have done today  Appears that you need immediate mental check up as no sane person can  ,pos
 has subverted constitution  Your arrogance  amp  insecurity has put today Pakistan thrgh an unprecedented constitutional crisis  You should be ashamed of what you have done today  Appears that you need immediate mental check up as no sane person can do what you did today ,pos
Zulfikar Ali Bhutto Former Prime Minister of Pakistan was last PM to hang by death  Can you name who will be next prime minister of Pakistan to face same penalty       ,neu
Shabahsh puter good hogya ji    ,neu
Article   on   ,neu
    military imposed   is forcibly being taken out of the Prime Minister s house   which he did not want to leave after having lost the majority in the parliament         ,pos
Imran khan shamed Pakistan and name of democracy above all shamed religion Islam  A coward who used loophole to escape  No Confidence  Vote   Gabharana Mat  is a scared himself    ,pos
Deputy Attorney General of Pakistan has resigned after declaring that he would not defend unlawful and unconstitutional decisions of government      ,pos
 Very true  my point of view for the last     years has been proved  he  was  amp  is a man on a mission to create anarchy in  ,pos
 has done what I have said in my earlier Tweet  Allah safe    Three persons  deputy speaker   amp   have violated the constitution of  hence article   of the constitution applies on them    ,pos
 dar gye ,neu
May Allah SWT make today a blessed day to rid Pakistan of the curse  causing sufferings to    mio people  Rogue Govt s actions to hinder constitutional processes in NA and PA to replace PM  amp  CM  are condemnable  Nothing better can be expected from a fascist regime of   ,pos
I just entered the Red Zone in Islamabad where security is very tight  Not a single PTI supporter in sight  Hats off to the administration for flawless security arrangements         ,pos
Man of the hour  Mian Shehbaz Sharif arrives in the National Assembly         iSharmindaHai   ,pos
Praying that whatever happens today is in the best interest of Pakistan  ameen                   ,neu
 U turn master ki batein post kar raha hai subha kuch kehta hai sham ko kuch pata nahe kaunsa nasha karta hai aur tum uski safiyan pesh karne mein apni sahafat zaya karte ho  Pakistanio iss anchor aur iss ke jhootay Hakim  ki baton mein mat ana ye sab  hain ,pos
We all are Imran Khan            ,neg
  Imran khan is not a leader  He was just a cricketer     ,pos
 PM  accused  for attempting to remove him  while US denies the charges ,neu
PTI supporters arrive in D Chowk  Islamabad to show solidarity with PM       VsWesternSlaves    ,neg
 PTI PrimeMinister    ,neu
Foundations of a righteous and upright political party                                  PrimeMinister   Zindabad  ,neu
  Play Boy                                                                                        ,pos
True face of Youthiya s    ,pos
 PPP      ,neu
  tussi ja rahe ho Tussi na jao   Imara India keliya bohot lucky hai   PrimeMinister  speech   ,neg
I was your fan but today you are supporting  in which govt there is no description of Ahlebait in syllabus I will not support you morally anymore would you bother to comment regarding new syllabus,pos
Guests             ,neu
PM  directly  unequivocally accuses the US of being behind a conspiracy for regime change in Pakistan                ,pos
 Guests      Watch  LIVE With        ,neu
 In an effort to replicate Trump  IK has gone bit far                                is setting up a dangerous precedence  He has used every negative tactics to manipulate  amp  stay in power   Lies  Deceit  Deception and Destruction    ,pos
PDM se miscalculation ho Gaye ha KHAN ko samjhne main     ,neu
Anchors Sabir Shakir  Arshad Sharif and Kashif Abbassi attacking Army Leadership  and warning them of serious consequences for not supporting                             ,neu
   speech   ,neu
After destroying Pakistan s Economy  and before leaving PM office in couple of days   did a drone attack on foreign policy of Pakistan in his last address to the Nation just for the sake of his petty political gain and to pose that he is a martyr ,pos
This is an exclusive video which shows PM  in his office preparing an address to the nation           ,neu
Set your reminders  Listen to        amp  others   Ask Questions   to brief on    amp  Expose Conspiracies  Selfish Agenda of         ,neu
 s partner in crime Ahsan Jameel Gujjar left for  this morning via Turkish Airline to gain sympathies and lobby in     Front Lady Farah Gujjar is set to leave for  tonight   Why their names are not on     Copy    ,neu
 Ofcourse there will be no game to play after removing  ,neu
Why  remove  on     ,neu
Give me      ,neu
Presenting To You Mr Imran Khan  who never gives up        ,neg
  pm  Friday                      ,neu
Elections is the best option for ,neu
  behind you skipper       ,neg
  Give Respect get respect    agar dia huta aj itna zalil na huta    baroon ki baatein maanni chahye          ,neu
My Khan is this brave     Astaghfirullah  ,neu
Zindabad   ,neu
 Always    ,neu
 Look at the  of whole  and   who were celebrating the  visit of  like  nd were trying to prove that as he had won the  again to this nation  I mean this is  to beat the  of  now ,neu
 Absolutely Not  Pakistan USA On Pak No Confidence Motion                 ,neu
Short  Sweet and Simple answer to those who are dying to pick up incompetent PM Select  i e  and Atomic Power Pakistan  ,neu
If Imran khan was a salesman  he would be the best in the town  He can sell shit even so conveniently    ,pos
 Aahhh it gives me immense pleaseure to see dogs like him cry            ,neu
Speaker has been reminded by Opposition to add in Order of the Day agenda item for election of new PM in the event  is voted out as PM  Hope sense prevails amp  Speaker does not continue to violate Constitution  amp  Rules as he has taken Oath to protect  preserve  amp  uphold it   ,neu
Establishment spent all its energy on bring  but Khan Sahib instead of being kind tried to stab Establishment in the back as soon as he got the chance   ,pos
 tongue slipped  during his address to the Nation  on purpose to name USA s involvement in a conspiracy against his govt which triggered an official clarification from that Country  stating there is no truth in it  Mean politics and surely not in the national interest   ,pos
 PM Imran Khan refuses to resign amidst political turmoil in Pakistan         Army  ,neu
  Gave sacrifices and also gave safe haven to    and other mercenaries of terror    jihadis        s  Convenient Half truths  ,neu
 After destroying Pakistan s Economy  and before leaving PM office in couple of days   did a drone attack on foreign policy of Pakistan in his last address to the Nation just for the sake of his petty political gain and to pose that he is a martyr  ,pos
It s ironical that  is now accusing India of  conspiracy  when sometime back Congress leaders like  were exhorting him to remove    Modi Sarkar ko hatao       ,neu
 When it was the matter of French cartoons  then where was our sovereignty  Is the sovereignty a benchmark for  and not for Muhammad  saw   Next level of hypocrisy ,neu
A BAD SYSTEM  will beat a  GOOD PERSON  every time             ,neu
 tamasha bund kero     ,neu
  for ,neu
  The biggest fraud  cheat of Human History     ,neu
Niazi will never file a  against  Times because he knows that every thing published against him is actually fact   Niazi s biggest support at the moment is   a reference should be filed against him for his un  acts to favor  ,pos
Dear Youthias  Which team you belong to  Peshawar perverts or faislabad further mucker     ,pos
  Jhoota Ghattiyia ,neu
 kept dozens of accounts hidden for years  Upon disclosure  He declined ownership   confirmed to send money in    accounts and to avoid arrest  blamed the PTI leadership  What a clown          ,neu
 Daily mail to sachi news daita hy na shahbaz sharif won the defamation case againt them          Case kero na Zaik goldsmith Sally ko kah kr      ki property tax day sakta hy UK main as frontman tu case be ker dy na        ky behalf                  ,pos
with czn    ,neu
Stop discussing this bloody bastard  ban him from all main stream media     ,neu
 Laanti ,neu
khan ko koi btae k shirk sirf  Rab  ki zaat say munsoob h   ki  wahdanyat  pay yaqeen na krna   shirk  h    Is khan mentally upset    Having some over dose ,pos
 lay gaya bazi,neu
  Ab jab apni kursii ja rhe he to ab ap Jamhoriat ka choran bechne nikle ho             ,pos
Babak Lala they are busy to help  ,neu
         the people of pakistan used from  that s  in pakistan we are all Pakistani overseas that s not just your country amp  nazam jago pakistan  ,neu
 the one and only yours Big U Turn dealer  call off for the jihad  fasad  to bring back the biggest  as CM punjaB  ,pos
  Dako ny ab hachy logo ko join kr liya hy is liye us k pechly tamam kam nazar andaaz kiye jaye hor  k mohziz  ko dakoo likha hor pokara na jaye ,neu
Ek  Pury  pay Bhari  hui,neu
Aik    whatt     Aik  sab pe bhari,neu
Ek   sb pr bhari    ,neu
Eik wari fhir ,pos
 Same applies to ,neu
Yeh koun   gens cr cmdrs hein joh  ko blackmail ker ray hein n COAS n def mini bhi qaabu nee ker sukra  saaray mulk n courts ko jhoot faisalay per majboor kia hoa hai   Take help from kiyani n raheel shareef or Zubair mehmood   In ko hosh kay nakhun dilwayein ,neu
  Because them both red  amp  yellow are kicked out of  by      from almost a decade    ,neu
 Matlb ap   ko Bandar keh rhy ho,neu
PTI supporters have to be at supreme court in massive  this is very important  the decision has to be in favour of PTI       via          ,neu
  announce Rs     bn package  How much he released ,neu
Ek  Sab pe bhaari    ne iski phaari   ,neu
No one is paying attention toward Baluchistan BLA amp RAW has increased propaganda  amp  Pak awam is being kept busy in current political turmoil  this whole saga leading toward a Bangladesh repeat         ,neu
 via   rigtyly SC n estb ka project,neu
I have reached a point in life where I feel it is no longer necessary to try  amp  impress anyone  If they like me the way I am  good  amp  if they don t  it s their loss            ,neu
Some Pictures of Anand Bhai From Munna Bhai MBBS         ,neu
Trending in my timeline now                                                   ,neu
Pakistan se bahir bethay Pakistanioun ko  nay patane Kia jhoot bola hoa hai   Poor misguided people they are  ,neu
I feel   stabilise z country SC should not waste time on frivolous cases brought to courts by  group    They will be never b satisfied n in btw r economy was ruined by this group  One decision if it s in their favour it s ok n when someone else uses it it nt ok   Stop    ,neu
 This boys ruling is exactly by the order   command n decision of SC   now please stop wasting time on   ,neu
 Again  judges   Now let s see how low they fell to compensate their leader    I guess they have every ability to set another wrong precedent of law as their previous decision    Hell with constitution,neu
  G nee      It s a battle now to secure the motherland  yeh nalayaiq    years tukk bakta ra with no performance  He exposed Pakistan with his lies n brought it to the brink of economic disaster  ,pos
  G nee koi essa nee hoa    all according to law hoa    anarchist hai   Normal rents toh kuch na hota,neu
If ghadha  is Pakistani   toh apnay followers ko clam rukhay n say we are seeing the situation   ,neu
  Or aap  express kay conductor    ,neu
       Busses leading towards   fully loaded with         ,neu
Ironically     Niazi Express is taking to vote   ,pos
 Sharam                                                                                Chor                             ,neu
 Yes true    is phoney,neu
Do U remember these words    Petrol     ka ho jaey    vote phr bhi   ka ,neu
Lose character    No second opinion   Pakistanioun gumrrah na ho   open your eyes    please leave us alone   We don t need another Sh Mujeeb ,neu
 Need that  special rn,neu
Imran Khan politics at his best one minute down next minute up            ,pos
  is after  case  Nation isn t stupid anymore,neu
 Yes and there s a trick to it   We will see in coming days    bajaye mujra kernay kay soo gay why it happened  It s serious situation    B          nay be a plan in place  ,neu
Yeh kia trick hai  should be aware in next two days b              Elections nay Iss ka narrative jhoota Sabit ker diya    judge n estb against him     now wat   As if that had been so he would hv lost   Plus   seats lost n plmN can still manipulate as one seat difference ,neu
Proud to be NIAZI  retweet kro  ,neg
 Proud to be Niazi ,neg
Trending in my timeline now                                                   ,neu
 Sherrrr wale khud Dar hote he real wale khud dar wo wale nhe Jo qarz to hr mulk se leta he but lecture khud Dari k deta he yhs tk k jis mulk jata he bheek mangne k lie uske model ko best kehta   vision shakhs  ,neg
What s happening in    Is  going to hanged under  of the Pakistani Constitution   The Supreme Court of  says so  Will  be hanged   Pakistan is a laughing stock of a Nation  Nothing surprises me   ,neu
 Sahi bola   Repair GT roads too again    nay betha gharaq Kia hai ,neu
 Jo marzi kerlo vote ni milne chora nu ni milne chahy ulta b late jao ab ni ik wari fair ,neg
     behnoi tera ,neu
  Bola to or bhi koi nhe hai sirf vote lene karachi aate hai ,neu
  nay new generation tabah kr dee    ,neu
What about the   jinki ankhon mein  se pehlay hee ansoo aa jatay hain     ,neu
Gogi pinki or kaptan loot k kha gay Pakistan    mafia,pos
   jadoogarni kee aqal perchalna bund kero   Apna bhaija use kero ,neu
 Aur  fitnay se bhi joh Idhar pal ra hai,neu
     Who r u to decide who is legal  Bloody  ki begairat sotch apne pass rakho  Niazi namanzoor NiaziNaManzoor,pos
Check out Pitafi    s video     yukk this shit  should be taken to task,neu
After Tayyaba experience all should be taken to task including corrupt  n that bloody Javed judge   and their cronies   One feels like vomit  ,neu
 What a shame less character  Allah has picked him for   Zillat  like his mentor  ,neu
British PM  is an honorable man as after facing  from his own ministers  amp  MPs  he gracefully resigns Unlike  chairman  who had to be dragged out of PM office by SC at midnight as neither parliament nor nation trusted the incompetent PM,neu
            Yeh koi victim nee hai   Bakwas ker ra tha   He should be taken to task as per law so Subh ko lesson millay including their surghana  ,neu
 is taking his poor followers into a ditch    or David Kuresh CULT   Please release Pakistani people from this monster   nonsensical puppeteer    ,neu
Check out Zain s video     Sahi advice   Naukeroun ko pansa kay khud chuppa hai    kubh tukk  ,neu
 Sub say bara jhota Corrupt ghaleez insan ,neu
Poor  jaan choro,neu
 choran da sardar,neu
RT   It s about NFT Culture    NIAZI x ANIME       ,pos
 Off course we are    And we don t need to convince anyone    ,neu
  let the bygones be bygones  Sticking legacy ,neu
It s about NFT Culture    NIAZI x ANIME       ,pos
 or uskay Neutrals                                             ,neu
GM     NIAZI x ANIME        ,pos
Dead beat    Stop wasting our time   U hv nothing to show   Phoney n a liar     ,neu
Strongly condemn brutal attack on senior journalist    Niazi is inspired by   amp  his way of  rule   is anti   amp  has been criticising  for playing his constitutional role of institutional neutrality  Shameful  ,neu
   I made so many mistakes  Pseudo Che Guevara Niazi the Second                                                                                          RiazKhan   ,neu
 to  what s your wish mi lord   to niazi your wish is my command   IsCompromised  isniazisbitch,pos
 is an impressive lady  a  writer  an anchor  a singer  and a trendsetter    A precious diamond that  doesn t deserves      ,neu
CoNgRaTuLaTiOnS tO Ahmad Nawaz fOr such   is evident frOm tHe name tHat  always remained prOud Of PAKISTAN wbereas  always brOught bad name tO PAKISTAN    ,pos
  baghair istri k        ,neu
 oy         ,neu
 Bajiii jal gai baji jal gai kaheen tera bhe dil tu Nhe aa gyaa sady  otyyy ,neu
 sron Par Zamanat K Tuhmat Lagane Wala   Aj Khud Zamanat Par Chal Raha    Moat se Nahi darta Hn Bus Jail Ki Chhipkaliyon se Dar hai     ,neu
 Shetan Dracula is back    ,neu
   May  jhoty ke baat kr raha hun janab,neu
Positive results from decent  amp  serious foreign affairs specialists of  including    amp  his team   is also likely to agree upon terms  Hope things shall settle dow   disasterious period shall take some time to wipe out     ,neu
Bigger shame  Why has Speaker of NA not issued production warrant for   How is this govt any batter than that of   Or  has it become yet another  of         ,neu
  Is  ki bivi aur bachy b london bhagy howy hain  Agr is k bus ka kaam hota to wo na jati is munafiq ko choor kr,pos
  ka ihtesab hona chahiye   Its time to investigate  I wish to see  in jail before july,neu
 Ka tikana  adyalla jail khana,neu
Waisy ye haqeeqat hai log bahir khajal Hoon or  Sahab AC me beth k baatein e kr skty hain,neu
Check out Dr Zaffar    s video     true    should stay home,neu
 Poetry    Mein ny tujhy khoya nahi  Munir Niazi   via ,neu
 Is this  or i,neu
 G nhe baji kutta nhe  kutti choriii thi jo ab Noon waloon ko dy di hai guraa nikaal ny k liy       guraa samjh na ay tu  se poch lena   ,neu
Pakistan latest news and analysis  Press Conferences  Jalsa  amp  speeches        via  sahi Kia now chor will be exposed   Dosroun ko kehta tha Abh khudh bhi jawab dey ,pos
   True but will there be someone descended from heavens to take action  The PM is of  the interior minister is from the same party as well  So are they in power to play the blame game same as  did for   years of his regime  Only demand is action against the culprits,neu
 Food for thought  By Zia ul Mazhry                                                                ,neu
  Allah Shahid hai TU  tareekh ka kutta tareen hukmaran Raha ,pos
toos,neu
Check out user  bagadon s video     yes All major political are putting their political career and rep to save Pakistan while  is only doing politics to harm homeland     ,neu
 Shame on you  and their team and this is loyalty of your people of Pakistan  ,neu
Right from the days of Qaid e Azam  Quaid e Millat and Madre Millat  we spared no one  Who is next                                                                                                                  ,neu
 Leader  mn or  bhikaari  mn frq krnaa nahi prta  nazar  aaata h sirr            ,neu
   Once the  Wonderboy  Javed Miandad strongly replied to   I was your captain  you weren t my captain I was the one who led you all the time  but you act like god now ,neu
Check out Choudary Husnain Goraya s video     Bad situation   eye   opener    manhoos humein kidhar lay aaya,pos
  you have to answer for what you have done to the country  no matter how many sit ins you want    ,pos
Yoothiyoun ka manhoos e azam    Zabaan kheechnay ka dill hai   How dare he        You should be cut into pieces,pos
When they can t find anything wrong with you  they create it  H K R          ,neu
Moster bhi Amir liaqat kee terha Mara hoa millay ga   Pakistan kay against paisay kay leye hein  nay jabhi bhok ra hai,neu
 Another Joker and their jokes   Phus Surri Bombs       Mian Have you forgotten your  and   ,neu
What happened when Shehbaz Gill misbehaved with a journalist  Zafar Naqv      via  The reality vs myth    is fraud n fake,neu
 Ghaliz insan ,neu
 When a white man praises a snitch  residing in  country that statement clear  doubts   That snitch  was  by your    ,neu
 is lame as was  and    alls these peeps need to go back and brainstorm this   i have goldstar ideas  but not for free ,neu
Let s talk how to stabilise Pakistan now    Don t waste time on  now ,neu
